ROWNUMBER,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALES_PRICE,SALE DATE
1827,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,440,52, ,C6,"415 EAST 12TH   STREET, 2", ,10009,0,0,0,1900,2,C6,145.00,2017-04-20
1828,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,443,50, ,C6,"54 EAST 1ST STREET, 1C", ,10003,0,0,0,1910,2,C6,549.00,2017-06-13
1829,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,444,33, ,C6,"88 EAST 3RD STREET, FG", ,10003,0,0,0,1900,2,C6,619.00,2016-09-29
1830,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,444,33, ,C6,"88 EAST 3RD STREET, 9", ,10003,0,0,0,1900,2,C6,432.00,2017-08-03
1831,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,"71 EAST 3RD STREET, 23/24", ,10003,0,0,0,1900,2,C6,860.00,2016-11-18
1832,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,"71 EAST 3RD STREET, 2/2A", ,10003,0,0,0,1900,2,C6,435.00,2017-01-30
1833,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,"71 EAST 3RD STREET, 21/22", ,10003,0,0,0,1900,2,C6,975.00,2017-03-29
1834,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,"71 EAST 3RD STREET, 1314H", ,10003,0,0,0,1900,2,C6,31.94,2017-06-01
1835,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,"71 EAST 3RD STREET, 14", ,10003,0,0,0,1900,2,C6,440.00,2017-06-01
1836,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,445,51, ,C6,"71 EAST 3RD STREET, 13", ,10003,0,0,0,1900,2,C6,400.00,2017-06-01
1837,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,446,25, ,C6,"334 EAST 5TH STREET, 1W", ,10003,0,0,0,1900,2,C6,640.00,2016-09-19
1838,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,60, ,C6,"321 EAST 12TH, 24", ,10003,0,0,0,1920,2,C6,675.00,2016-10-18
1839,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,60, ,C6,"321 EAST 12TH ST, 1", ,10003,0,0,0,1920,2,C6,725.00,2017-02-15
1840,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,60, ,C6,"321 EAST 12TH STREET, 33", ,10003,0,0,0,1920,2,C6,829.00,2017-08-21
1841,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,"315 EAST 12TH   STREET, 22", ,10003,0,0,0,1900,2,C6,682.00,2016-11-18
1842,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,"315 EAST 12TH STREET, 23", ,10003,0,0,0,1900,2,C6,525.00,2017-02-28
1843,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,"315 EAST 12TH STREET, 27", ,10003,0,0,0,1900,2,C6,856.00,2017-05-22
1844,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,"315 EAST 12TH STREET, 19", ,10003,0,0,0,1900,2,C6,510.00,2017-06-28
1845,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,63, ,C6,"315 EAST 12TH STREET, 8", ,10003,0,0,0,1900,2,C6,1117.00,2017-07-12
1846,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,66, ,C6,"307 EAST 12TH   STREET, 1B", ,10003,0,0,0,1920,2,C6,1350.00,2017-05-04
1847,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,454,66, ,C6,"307 EAST 12TH   STREET, 2A", ,10003,0,0,0,1920,2,C6,1000.00,2017-08-03
1848,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,455,18, ,C6,"322 EAST 14TH STREET, 3R", ,10003,0,0,0,1920,2,C6,512.00,2017-08-17
1849,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,466,21, ,C6,"224 EAST 11TH STREET, 19", ,10003,0,0,0,1910,2,C6,730.00,2017-02-28
1850,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,466,21, ,C6,"224 EAST 11TH STREET, 12", ,10003,0,0,0,1910,2,C6,712.95,2017-04-06
1851,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,466,48, ,C6,"119 EAST 10TH STREET, 4", ,10003,0,0,0,1870,2,C6,2300.00,2017-08-14
1852,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,468,43, ,C6,"237 EAST 12TH STREET, 4A", ,10003,0,0,0,1900,2,C6,599.00,2017-02-24
1853,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,468,43, ,C6,"237 EAST 12TH STREET, B", ,10003,0,0,0,1900,2,C6,1775.00,2017-06-15
1854,1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2C,468,43, ,C6,"237 EAST 12TH STREET, A", ,10003,0,0,0,1900,2,C6,470.00,2017-06-08
1855,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,"172 EAST 4TH STREET, 11-A", ,10009,0,0,0,1929,2,D4,0.00,2016-09-02
1856,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,"172 EAST 4TH STREET, 8H", ,10009,0,0,0,1929,2,D4,1535.00,2016-09-22
1857,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,"172 EAST 4TH STREET, 11F", ,10009,0,0,0,1929,2,D4,1850.00,2016-09-28
1858,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,25, ,D4,"172 EAST 4TH STREET, 7B", ,10009,0,0,0,1929,2,D4,870.00,2016-11-18
1859,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,31, ,D4,"141 EAST 3RD STREET, 2H", ,10009,0,0,0,1929,2,D4,1490.00,2016-09-23
1860,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,31, ,D4,"141 E 3RD ST, 4C", ,10009,0,0,0,1929,2,D4,755.00,2017-01-25
1861,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,431,31, ,D4,"141 EAST 3RD STREET, 7D", ,10009,0,0,0,1929,2,D4,980.00,2017-03-01
1862,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 2ND AVE, 12B", ,10003,0,0,0,1928,2,D4,3025.00,2016-09-13
1863,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 SECOND AVENUE, 12C", ,10003,0,0,0,1928,2,D4,940.00,2016-09-29
1864,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 SECOND AVENUE, 14B", ,10003,0,0,0,1928,2,D4,2785.00,2016-11-21
1865,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 2ND AVENUE, 8B", ,10003,0,0,0,1928,2,D4,2650.00,2017-01-17
1866,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 SECOND AVENUE, 8A", ,10003,0,0,0,1928,2,D4,1600.00,2017-04-12
1867,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 SECOND AVENUE, 3D", ,10003,0,0,0,1928,2,D4,1680.00,2017-05-02
1868,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,452,6, ,D4,"170 SECOND AVENUE, 12D", ,10003,0,0,0,1928,2,D4,1800.00,2017-06-09
1869,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,461,24, ,D4,"232 EAST 6TH STREET, 5C", ,10003,0,0,0,1920,2,D4,384.00,2017-07-31
1870,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,461,24, ,D4,"232 EAST 6TH STREET, 1C", ,10003,0,0,0,1920,2,D4,360.00,2017-07-31
1871,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,466,47, ,D4,"121 EAST 10 STREET, 4C", ,10003,0,0,0,1950,2,D4,350.00,2017-06-01
1872,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,466,47, ,D4,"121 EAST 10TH   STREET, #D", ,10003,0,0,0,1950,2,D4,665.00,2017-07-19
1873,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,466,56, ,D4,"103 EAST 10TH STREET, 4A", ,10003,0,0,0,1920,2,D4,190.13,2016-11-01
1874,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,466,56, ,D4,"103 EAST 10TH STREET, 1B", ,10003,0,0,0,1920,2,D4,425.00,2017-03-09
1875,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,466,56, ,D4,"103 EAST 10TH STREET, 5B", ,10003,0,0,0,1920,2,D4,835.00,2017-07-28
1876,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,468,15, ,D4,"212 EAST 13TH STREET, 6C", ,10003,0,0,0,1930,2,D4,631.32,2017-04-19
1877,1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,468,15, ,D4,"212 EAST 13TH STREET, 3B", ,10003,0,0,0,1930,2,D4,775.00,2017-05-01
1878,1,EAST VILLAGE,11A CONDO-RENTALS                           ,2,466,1103, ,RR,55 3 AVENUE,RES,10003,55,0,55,1986,2,RR,57000.00,2017-06-20
1879,1,EAST VILLAGE,12 CONDOS - WALKUP APARTMENTS              ,2,452,1001, ,R2,239 EAST 10TH STREET,1A,10003,1,0,1,1987,2,R2,1650.00,2016-09-21
1880,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,434,1008, ,R4,103 AVENUE A,1B,10009,1,0,1,1920,2,R4,0.00,2017-01-11
1881,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,434,1009, ,R4,103 AVENUE A,2B,10009,1,0,1,1920,2,R4,0.00,2017-01-26
1882,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,434,1012, ,R4,103 AVENUE A,5B,10009,1,0,1,1920,2,R4,0.00,2017-01-26
1883,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,434,1022, ,R4,103 AVENUE A,5D,10009,1,0,1,1920,2,R4,0.00,2017-01-11
1884,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,434,1306, ,R4,107 AVENUE A,4F,10009,1,0,1,1920,2,R4,970.00,2016-09-19
1885,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,438,1102, ,R4,416 EAST 11TH   STREET,2A,10009,1,0,1,0,2,R4,1047.60,2016-11-17
1886,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,440,1106, ,R4,407 EAST 12TH   STREET,1RNE,10009,1,0,1,0,2,R4,1940.00,2017-02-07
1887,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,440,1112, ,R4,407 EAST 12TH,2RN,10009,1,0,1,0,2,R4,1650.00,2017-04-05
1888,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1034, ,R4,400 EAST 14TH   STREET,5B,10009,1,0,1,1911,2,R4,0.00,2016-09-01
1889,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1208, ,R4,425 EAST 13TH STREET,1D,10009,1,0,1,2007,2,R4,1070.00,2016-10-25
1890,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1234, ,R4,421 EAST 13TH   STREET,3L,10009,1,0,1,2007,2,R4,932.50,2017-07-06
1891,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1242, ,R4,421 EAST 13TH   STREET,4E,10009,1,0,1,2007,2,R4,785.00,2017-08-11
1892,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1248, ,R4,425 EAST 13TH   STREET,4L,10009,1,0,1,2007,2,R4,927.50,2017-07-18
1893,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1253, ,R4,425 EAST 13TH   STREET,5B,10009,1,0,1,2007,2,R4,890.00,2016-10-14
1894,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1253, ,R4,425 EAST 13TH   STREET,5B,10009,1,0,1,2007,2,R4,0.00,2016-10-14
1895,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1264, ,R4,421 EAST 13TH STREET,5N,10009,1,0,1,2007,2,R4,952.00,2016-11-17
1896,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1267, ,R4,421 EAST 13TH   STREET,6B,10009,1,0,1,2007,2,R4,908.00,2016-10-27
1897,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1286, ,R4,421 EAST 13TH   STREET,7G,10009,1,0,1,2007,2,R4,1150.00,2017-08-01
1898,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1291, ,R4,425 EAST 13TH   STREET,PHB,10009,1,0,1,2007,2,R4,1375.00,2017-01-18
1899,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,441,1294, ,R4,421 EAST 13TH STREET,PHE,10009,1,0,1,2007,2,R4,0.00,2017-08-02
1900,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,444,1016, ,R4,72-74 EAST 3RD   STREET,5B,10003,1,0,1,1900,2,R4,975.00,2017-05-31
1901,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,451,1130, ,R4,240 EAST 10TH STREET,12A,10003,1,0,1,0,2,R4,2627.51,2016-10-21
1902,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,453,1501, ,R4,311 EAST 11TH   STREET,1A,10003,1,0,1,2008,2,R4,1925.00,2017-04-10
1903,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,453,1502, ,R4,311 EAST 11TH   STREET,1B,10003,1,0,1,2008,2,R4,2400.00,2017-06-28
1904,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,453,1520, ,R4,311 EAST 11TH   STREET,5A,10003,1,0,1,2008,2,R4,2500.00,2016-12-05
1905,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,459,1102, ,R4,52 EAST 4TH STREET,4N,10003,1,0,1,2007,2,R4,1425.00,2017-04-26
1906,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,459,1106, ,R4,52 EAST 4TH STREET,7,10003,1,0,1,2007,2,R4,2900.00,2017-03-07
1907,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,459,1109, ,R4,52 EAST 4TH   STREET,10,10003,1,0,1,2007,2,R4,3250.00,2017-06-14
1908,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,463,1007, ,R4,65 COOPER SQUARE,2F,10003,1,0,1,1984,2,R4,1170.00,2017-01-27
1909,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,463,1014, ,R4,65 COOPER SQUARE,3E,10003,1,0,1,1984,2,R4,0.00,2016-11-29
1910,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,464,1208, ,R4,15 ST MARKS PLACE,6A,10003,1,0,1,1910,2,R4,0.00,2016-12-09
1911,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1429, ,R4,123 THIRD AVENUE,9B,10003,1,0,1,2009,2,R4,1195.00,2016-12-15
1912,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1510, ,R4,211 EAST 13TH   STREET,1F,10003,1,0,1,2012,2,R4,0.00,2016-11-01
1913,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1530, ,R4,211 EAST 13TH STREET,3D,10003,1,0,1,2012,2,R4,1050.00,2017-08-15
1914,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1543, ,R4,211 EAST 13TH STREET,4F,10003,1,0,1,2012,2,R4,1700.00,2017-06-26
1915,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1550, ,R4,211 EAST 13TH   STREET,5B,10003,1,0,1,2012,2,R4,2600.00,2017-06-15
1916,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1552, ,R4,211 EAST 13TH   STREET,5D,10003,1,0,1,2012,2,R4,1050.00,2016-09-13
1917,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1559, ,R4,211 EAST 13TH STREET,5K,10003,1,0,1,2012,2,R4,2450.00,2017-07-28
1918,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1562, ,R4,211 EAST 13TH   STREET,6C,10003,1,0,1,2012,2,R4,2521.70,2016-09-01
1919,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1579, ,R4,211 EAST 13TH   STREET,PH A,10003,1,0,1,2012,2,R4,0.00,2016-11-04
1920,1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,469,1584, ,R4,211 EAST 13TH   STREET,PH F,10003,1,0,1,2012,2,R4,4200.00,2017-06-14
1921,1,EAST VILLAGE,14 RENTALS - 4-10 UNIT                     ,2A,435,1, ,S9,118 1 AVENUE, ,10009,4,2,6,1900,2,S9,5825.00,2017-03-09
1922,1,EAST VILLAGE,14 RENTALS - 4-10 UNIT                     ,2B,447,7, ,S5,100 2 AVENUE, ,10003,6,1,7,1900,2,S5,0.00,2017-04-05
1923,1,EAST VILLAGE,14 RENTALS - 4-10 UNIT                     ,2B,458,27, ,S9,45 2ND AVENUE, ,10003,6,2,8,1900,2,S9,0.00,2017-05-09
1924,1,EAST VILLAGE,14 RENTALS - 4-10 UNIT                     ,2A,465,49, ,S4,155 SECOND AVENUE, ,10003,4,1,5,1900,2,S4,0.00,2016-12-22
1925,1,EAST VILLAGE,14 RENTALS - 4-10 UNIT                     ,2B,467,21, ,S5,224 EAST 12TH   STREET, ,10003,6,1,7,1910,2,S5,0.00,2016-12-31
1926,1,EAST VILLAGE,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,437,1002, ,R1,272 EAST 10TH   STREET,2,10009,1,0,1,0,2,R1,381.25,2017-08-04
1927,1,EAST VILLAGE,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,440,1301, ,R1,427 EAST 12TH   STREET,1A,10009,1,0,1,2008,2,R1,0.00,2017-06-16
1928,1,EAST VILLAGE,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,442,1007, ,R1,45 EAST 1ST   STREET,RES 7,10003,1,0,1,0,2,R1,636.00,2017-05-03
